,Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,PCA_Cluster
322,2024-02-18,Fish Carrier,Coastal,Diesel,Critical,23.358053723627023,1718.9578873344567,648.8952126716423,13.158959880879976,Rough,1310.101092148692,93769.90946407642,875768.4092279881,20.271010486562837,0.5727341756835692,0.8299915051983495,5,70.56261317740012,1
323,2024-02-25,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,12.006145816879076,1124.3597050402354,1850.1842648007143,12.525801876658008,Rough,156.83931420109965,17943.699660806255,399060.1692806717,67.66766167214453,1.2520118802010811,1.4951491988125554,7,72.9414859341727,0
324,2024-03-03,Bulk Carrier,Coastal,Diesel,Good,21.576288153625317,2826.855261700047,720.1486294545215,9.684499490112197,Rough,1813.8985305442257,324638.5524929054,284259.18493388285,47.72901159436683,0.5736731920251754,0.6644818152975991,1,74.97678335774054,2
325,2024-03-10,Fish Carrier,Long-haul,Steam Turbine,Fair,23.215888332442795,1087.0672738105384,1706.9349912138832,11.810123204840224,Moderate,1642.7275347284442,442912.9182804221,692571.6269936925,40.38000924234416,0.9064360027856924,0.6197280083212058,4,83.08413624386048,0
326,2024-03-17,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,13.105222579349668,1953.2958074662872,395.6508137058069,8.033251362853278,Rough,1793.1093468366255,398777.3743929358,595167.6482697852,48.98641560520765,0.685515834215642,1.446342163049153,7,66.68007682279134,2
327,2024-03-24,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,14.619378070239756,737.3098247651159,1213.5105087241952,7.133735015582384,Calm,141.1058756530653,222897.6524507996,60005.32517980853,64.69708538917084,0.6052522849531632,1.0129866726724537,5,75.2295956274689,2
328,2024-03-31,Tanker,Short-haul,Steam Turbine,Critical,10.086529138980104,1753.2919872578957,1933.432036353502,5.217642257584937,Rough,498.9620916469659,195736.76615271223,307611.4534796822,44.30268065033826,1.0459885439294192,1.1660849931520736,5,97.17667876021324,0
329,2024-04-07,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Good,15.4814675811714,1205.9802256889393,1398.5989231193898,7.191172997125156,Moderate,1433.2352212157275,319601.79667918774,513286.8663365132,21.266402987918717,0.4973263931501339,1.151169511477513,9,59.61837600558983,1
330,2024-04-14,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,19.6707874641812,1157.5377297001137,1332.919288452172,7.354213179871172,Moderate,1141.8137822934298,138523.38926873953,669986.7217953552,41.27144784193806,0.4292764404183076,0.6629873260476477,8,63.32163701023139,1
331,2024-04-21,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,12.148564570429198,1696.42597344148,97.85748072787057,5.51771500834041,Moderate,366.3737239881293,250606.5049344346,265670.11728368944,28.755784907063145,0.3570712459854431,0.5599233316344456,1,56.37863622214053,2
332,2024-04-28,Container Ship,Coastal,Diesel,Good,14.193832542139171,1184.447196310531,906.3165850890564,14.086299759494196,Rough,935.130514435745,439276.6945181754,519970.3559599639,60.51194759133465,1.047883942717429,1.1421597483854238,3,90.31084622987666,2
333,2024-05-05,Tanker,Long-haul,Heavy Fuel Oil (HFO),Critical,22.75546489228192,2060.1508584455164,1522.7308085936927,11.488038903291104,Moderate,182.47131618431192,165104.16303570688,630099.5486847268,26.37172007419513,0.870547299398026,0.567998057770082,6,50.71394808361517,1
334,2024-05-12,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,14.061812297651665,2643.425369592868,1318.2243830425612,14.009305711302918,Moderate,258.2000837051801,252169.84870992,683571.9563071466,14.348380218111156,1.472890181223429,0.8593683487257556,2,60.671670138621145,0
335,2024-05-19,Fish Carrier,Transoceanic,Diesel,Critical,17.870828550130064,686.6167210361297,225.2477434845117,5.887031644385066,Rough,1568.65247887724,240581.2376477556,411383.1476546212,29.398737165974392,0.5436780340046857,1.1571880350205168,1,65.88441239240228,2
336,2024-05-26,Container Ship,Transoceanic,Steam Turbine,Good,16.002045627848137,1565.5197079023817,468.8333126353201,8.071302003464021,Moderate,799.8305860723609,174560.2045215215,584666.6985255444,69.76785374395374,1.472468204293746,1.2338313446013935,9,55.34226000104236,2
337,2024-06-02,Bulk Carrier,Transoceanic,Steam Turbine,Fair,13.409115544420814,1526.0852091022446,397.8387032967061,6.648655843105824,Calm,1446.7703307660277,452718.4816667264,182554.56915986145,42.45589777234613,0.9356762196802076,0.826374849638507,4,74.50603558664002,2
338,2024-06-09,Bulk Carrier,Long-haul,Diesel,Good,18.421179396886824,1665.4509248012132,1709.6229929506608,10.82809096003351,Rough,1875.818568624641,196700.70712664843,802454.0182851924,61.503621303596645,0.3401394416223594,1.314949146788597,9,51.24995126067671,1
339,2024-06-16,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,20.828372368050907,2654.0508386510264,1920.3077305235784,12.325097795480158,Rough,1075.2604706923105,424193.2640153637,258639.3445276329,45.74155194655796,1.3351179905584665,1.1073223395215916,2,98.23230957878384,0
340,2024-06-23,Fish Carrier,Short-haul,Steam Turbine,Fair,18.59262165321632,2469.702622097526,1127.638536107718,11.247881679922028,Calm,1382.6908821294462,276941.8684529097,904239.1981402234,45.84534378955018,1.426351767491827,1.3112022862492234,5,66.99475082592853,0
341,2024-06-30,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,19.53561350956454,1920.9765206171276,742.0216408885183,6.988671421860043,Rough,1772.777815130985,399623.38145866967,405223.6530284353,62.49757670857695,0.1881194048906548,0.7557201845140235,7,85.75465312607315,2
342,2023-06-04,Bulk Carrier,Coastal,Steam Turbine,Good,17.142198466995065,2942.8531750210755,753.6297380625831,7.926461782366697,Rough,1163.48679007199,484649.7735918686,617433.6538595271,28.87580877268176,1.2557462622487945,1.4353795232475015,1,52.361623851908334,0
343,2023-06-11,Bulk Carrier,Long-haul,Diesel,Good,19.58871718810133,1881.4634333434187,893.6378021242751,9.931126203549228,Moderate,812.894160389338,449505.5304647069,551271.9853342281,32.01561625556575,0.5071791193940601,1.0619779290048206,7,54.84951705952783,2
344,2023-06-18,Bulk Carrier,Short-haul,Steam Turbine,Fair,21.84025077744522,2632.2502761855435,1687.5637023840306,13.131576720327248,Rough,1763.4528786824446,250023.66279421916,740838.6704617363,42.779053270263454,1.1516297528588684,0.9915288581149884,2,79.74304398268836,0
345,2023-06-25,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,20.37841779227288,650.5565241481627,1248.870516812776,6.970697591374419,Calm,223.4471677857556,269093.2434842496,649305.313746207,25.53691747059008,0.3851254662428189,0.902732630455836,7,63.6787012035404,1
346,2023-07-02,Tanker,Coastal,Steam Turbine,Good,16.977038175310884,1806.5902538593095,607.4707532120959,6.053295570783151,Calm,1149.6458899953595,28876.65101510225,554444.4964808493,52.09098296125748,0.4386445571543742,0.6735898241889228,8,90.9509210913728,1
347,2023-07-09,Container Ship,Transoceanic,Steam Turbine,Critical,14.136508762823354,2098.129237265452,489.5843961953098,12.010216887380428,Calm,200.30861237120808,36589.12982624848,995370.0801482808,15.442009230955062,0.3527075296548199,1.3022076387289525,5,72.66732529483593,1
348,2023-07-16,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,12.81821758396039,2080.176637742797,1895.554031467042,14.040990319382338,Moderate,927.1884507650396,83900.8099068834,405122.6086741979,44.50290868374327,0.377484988450375,1.1792046368838858,2,57.15827279637062,1
349,2023-07-23,Container Ship,Long-haul,Steam Turbine,Good,24.16840688693531,1739.0102687063768,71.37621016941256,5.068439469005728,Rough,1444.6212231294635,424267.850252184,650038.9412850739,26.57354889459256,1.498110443982751,1.144236154019243,9,96.47933266233512,2
350,2023-07-30,Tanker,Short-haul,Steam Turbine,Fair,15.2829226457448,1006.0748406964242,368.01793413482346,9.080981673092309,Rough,1624.6746638814084,138322.47198991317,468058.831063725,28.943008819085456,0.1426300929421559,0.5276875005362329,9,95.08154385113588,2
351,2023-08-06,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,14.294036103247478,2201.6660325606395,1570.2019341005823,14.013225083015817,Calm,1344.3730133597724,141559.63041114813,861195.1902904969,33.273159143103285,1.0767536830587647,1.3554282019281312,6,94.3743013319681,0
352,2023-08-13,Container Ship,Transoceanic,Steam Turbine,Critical,13.584668787667782,1670.6975519572663,55.18747562321333,6.112240347186599,Moderate,1414.2521031792955,134049.8051739991,926626.8007616524,19.95262604094564,0.2432769779345034,0.7043779786089366,4,67.12209213819168,1
353,2023-08-20,Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,15.48457003886532,2082.026574658156,1853.602123786884,13.577859739156274,Moderate,716.551333021235,135629.66316756044,570496.1783841687,61.25605736514803,0.2337024607424372,0.8411357374705241,4,66.12721096068006,1
354,2023-08-27,Fish Carrier,Coastal,Diesel,Fair,24.883644424437158,1546.8176416040171,1759.739405673382,7.010945959786493,Calm,1166.5040128176593,339149.933918218,916246.59058703,45.09263261013727,0.1673939483067456,1.3405078036117162,8,57.55582434627526,1
355,2023-09-03,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,13.376123942750086,2052.4983370170967,341.7287836108024,10.662800832792156,Calm,1204.148755025647,209875.4884005321,61245.53999744087,62.06036259801426,0.3984046119080241,0.8740934158514234,4,91.75906057842236,2
356,2023-09-10,Fish Carrier,Short-haul,Diesel,Fair,21.79284743372689,608.1126088219139,1770.6671564272233,12.144563394883566,Calm,1948.2375542178304,484459.72638878296,967415.6047008812,65.56953951148287,0.8104667548923117,1.0115784656475206,2,75.43687165376198,1
357,2023-09-17,Bulk Carrier,Short-haul,Diesel,Critical,21.51575769710337,1476.7726286387756,277.408744934035,11.468249689431753,Moderate,832.0082290706478,436610.28881420137,828897.9696720785,25.301517556623494,1.2801253143531683,0.5588826170146667,5,97.01590139970304,2
358,2023-09-24,Tanker,Short-haul,Heavy Fuel Oil (HFO),Good,15.7292532006972,689.5323965770008,348.15197277147047,8.966313270394412,Moderate,682.3045576429953,106266.578520255,322404.81310325576,45.71659764043084,0.384866865287732,1.0530763319210488,7,91.1881098210277,2
359,2023-10-01,Fish Carrier,Coastal,Diesel,Critical,24.873437442299227,2716.348086041034,71.71721127894051,9.711894399473966,Moderate,855.3105435873155,141978.324077089,113507.68493471792,34.91283393126568,0.7251457687170805,1.2167681307067255,2,89.29228535992794,2
360,2023-10-08,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,12.911004062557002,2082.035172740074,1840.8454035421871,14.188152079562794,Moderate,342.31880625457075,170853.07492282623,358320.55924286856,18.84510260058648,0.6214919049740947,1.3320017157330444,8,53.87768389829152,0
361,2023-10-15,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,11.185778463800526,2446.291300695661,1192.6095454915528,7.490340025768579,Moderate,897.1693220583262,25054.82387474621,637001.0014084395,38.70970061524721,1.050564622557118,1.1608427835915114,9,83.75270185553552,0
362,2023-10-22,Bulk Carrier,Short-haul,Diesel,Fair,15.511110941972175,2940.30846874759,370.1571448366505,6.168843121830249,Rough,1876.428893474861,166961.38217427488,708218.2376951664,15.55396164106348,1.2426555146735705,0.8318033249692078,4,58.5150827996123,0
363,2023-10-29,Container Ship,Short-haul,Steam Turbine,Critical,20.51349338768744,816.0117087387896,1576.7492930865592,12.907603598619016,Calm,823.3968860383735,13171.208097421268,571643.0632083262,68.42574872223653,0.5429916139861303,1.3638373253648108,8,59.58878497742912,1
364,2023-11-05,Fish Carrier,Long-haul,Diesel,Good,16.657904512194836,704.5806393491179,703.5400763294613,13.53926063620509,Calm,1185.0852264633493,497763.0769217199,707116.0308434141,20.175574347571807,0.6237968138086072,0.8288492088228538,4,77.08588916191209,2
365,2023-11-12,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,19.904940254004032,501.09017654082777,194.8065988357468,6.273435010106542,Calm,935.3443038287992,20029.947834012863,777101.4302507967,63.96868212075184,0.7425628302342607,1.3780086339326223,8,75.58714838226992,1
366,2023-11-19,Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,21.660392214642933,2012.188630112695,167.66809727936118,11.089340056731196,Calm,993.7996666135994,277493.3495907296,548458.7815275087,61.87925108731446,0.9004128321885838,0.5806537562758678,8,94.30317838786064,2
367,2023-11-26,Container Ship,Coastal,Diesel,Fair,14.101360240424963,1863.6814292918552,600.5281620979933,11.36209900916721,Rough,103.26845879688152,497044.52516258525,182808.31156574932,38.20379027832668,1.018520620310026,1.406349375458952,5,71.09245451717857,2
368,2023-12-03,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,22.27759563789918,2225.2037149467437,757.4177729851264,12.972501385161712,Moderate,243.8326093129509,267761.7648390895,858671.182249587,57.46714789100821,1.1974840556668775,0.5998068302629727,4,61.11135158362583,0
369,2023-12-10,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,23.946501821051815,1455.2741394495995,890.8642876136256,10.10038947775918,Rough,718.0718608544955,54938.84204626175,647026.8052869997,20.28538526332181,0.5979365087037898,0.7632065787119603,7,83.90939743920939,1
370,2023-12-17,Fish Carrier,Long-haul,Diesel,Critical,22.140107616695488,1112.8037050445555,924.3184091403432,6.147259717430797,Rough,1219.2008964643633,315717.96567129693,952027.9650440688,54.96517001740907,1.066275345722394,1.2866000385261862,6,97.79397206066363,1
371,2023-12-24,Fish Carrier,Long-haul,Steam Turbine,Fair,24.871576748223035,2476.325044562962,750.9379543282738,5.229178402462711,Calm,257.4114258958735,307261.5976483039,288752.0606579928,52.70294630144316,1.0870477096750124,1.0247983102754343,9,77.10097959158043,2
372,2023-12-31,Fish Carrier,Short-haul,Steam Turbine,Good,19.680920316658103,771.222711988113,935.210130118203,7.028211981598856,Calm,559.1398529791309,148442.84252178794,481267.08126695233,32.09533865270805,1.0300898106540637,0.6232077919287677,2,91.11115465389396,1
373,2024-01-07,Fish Carrier,Transoceanic,Steam Turbine,Good,23.04262239306573,2967.5408595222884,1091.9594089197062,8.65122892327048,Rough,452.5111994610525,354581.4290264507,279336.5929421409,17.5744583681079,1.07021795690304,1.2211793921554426,5,53.18317467948585,0
374,2024-01-14,Bulk Carrier,Long-haul,Steam Turbine,Fair,19.09987116136132,2196.300088338653,1224.3264679302474,6.562475128495901,Rough,1046.194416221403,373471.3640306599,598047.5741666914,71.30504670491271,0.781296205027715,1.0211947420359546,8,95.22020461400804,0
375,2024-01-21,Tanker,Long-haul,Heavy Fuel Oil (HFO),Fair,17.152481345968532,1287.560810337301,1394.0301568822983,5.70393688351606,Calm,1692.3743078464088,169125.34062935953,662500.7512895811,26.563628298544,0.8573593152979536,0.6281074894274135,6,88.61254403852246,1
376,2024-01-28,Fish Carrier,Coastal,Diesel,Good,19.42766458941548,964.780888833835,1342.124502869869,8.538600724450795,Rough,856.1345656769348,384629.75621994847,202321.1803453848,18.67002542868369,1.4679536147613572,0.5966181930518494,9,50.24285979144167,2
377,2024-02-04,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,21.315611862893405,1538.6492085146033,1365.2032869451837,7.731162347781973,Rough,602.5048166936389,406082.0473095799,770709.3161394255,69.47250026470948,1.318516637288131,0.6044625108289895,9,71.77371494681714,0
378,2024-02-11,Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,11.034040970976932,1630.3825564419271,1474.071663144268,11.50082988573508,Rough,1148.0749375271837,244446.84972552583,732016.7830732706,69.27317400072695,1.1781717066661763,0.6338618401733376,4,84.3981592666153,0
379,2024-02-18,Fish Carrier,Coastal,Diesel,Critical,24.845394896035494,2283.0482213674686,357.73010567142506,9.80151156711466,Rough,511.7620821116205,161383.0998885285,619701.4820258713,69.72983838048553,0.8481920292374938,0.5292930698251068,7,61.207291069834994,1
380,2024-02-25,Container Ship,Coastal,Diesel,Fair,18.10036404750673,1216.4107733622964,1057.5693648279266,12.359697945798338,Rough,1056.615267051144,280001.81510749034,485672.5320210113,34.77840061157775,0.3291164746936303,1.430159346043531,4,77.59311655821722,1
381,2024-03-03,Tanker,Coastal,Diesel,Good,11.644228762630595,1529.7851906707888,364.8082120241461,10.943539852821546,Calm,414.0038745189659,119719.24487114276,537951.690304367,30.38142072629512,0.6488868150928649,0.6781378944123072,2,81.63921390589911,2
382,2024-03-10,Tanker,Long-haul,Diesel,Fair,20.5795635630939,1440.8031813440002,358.1442121059851,7.63506739773517,Moderate,324.2561438416824,464953.1359349824,139577.6390332883,30.03476236826407,0.2090496999308762,1.118938374904168,7,70.55705919278954,2
383,2024-03-17,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,16.70338856630081,1106.216942231486,1083.9805009368097,7.938427113193159,Moderate,96.3958128218525,59074.177308231454,388347.4422499733,21.519758385542332,1.4384405886302067,1.1394400199833417,6,56.449298840151314,2
384,2024-03-24,Tanker,Short-haul,Heavy Fuel Oil (HFO),Good,12.931624137458137,2614.98845980483,699.805903080989,13.58737552228328,Moderate,782.4749444707462,421623.3266230028,174245.21743912058,40.53913884166833,0.4748721592130338,1.2218628382508907,4,79.01630155377427,2
385,2024-03-31,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,11.368301218423966,1863.3245558250496,80.52199171096989,6.04438971693302,Rough,644.3384243120264,397985.6998279933,428642.6520954267,39.29231429868312,1.0574511825764294,0.646872176773096,6,94.52005562416062,2
386,2024-04-07,Fish Carrier,Long-haul,Diesel,Fair,20.38329180337723,2791.958581590372,992.3215701701516,11.913545660989929,Rough,402.4962143722515,22850.209822637924,191646.41964950203,63.7209664891524,0.5329478309564586,1.136154669362786,2,56.04744906872625,1
387,2024-04-14,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,15.472501723508897,1559.7713796493647,1374.68685448458,11.593030426107822,Rough,241.05111859089857,239729.34556200172,191156.4586796975,45.50371624499374,1.262758119913034,1.4409217850833906,2,56.73014398532128,0
388,2024-04-21,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,24.35398177409036,2265.760019920391,1049.0677212211915,11.48025736516481,Calm,1121.738334017139,387330.93607392337,264129.47235387994,63.05679945243616,0.3175105866629248,0.9212802748721204,9,68.73150968043561,2
389,2024-04-28,Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,14.156990467673229,2886.484978453869,450.0762731507013,12.481225329079365,Rough,1323.8574403744717,421949.1189877495,694471.0524149366,58.396254311632354,1.312904692365932,1.469440210791941,6,64.80561475544754,0
390,2024-05-05,Container Ship,Transoceanic,Steam Turbine,Good,22.165813159068,2535.8782264184965,1088.1702260832974,6.515960507770985,Calm,637.413369448769,351367.81347336434,551166.9157433272,63.47491232946004,1.1258824712232498,0.898332466337502,2,75.71591656308189,0
391,2024-05-12,Bulk Carrier,Coastal,Steam Turbine,Good,14.799579308100377,2661.8386843561266,1899.113106374708,13.176324168264667,Calm,1862.210868331323,81464.22871157048,355166.00480569684,67.73675301403085,1.043067256466177,0.6271302576344902,9,56.71073480232696,0
392,2024-05-19,Bulk Carrier,Long-haul,Diesel,Critical,16.636335348103582,2511.828792736866,1844.763642077996,6.921224378762284,Calm,1804.6550459575,132880.70184630743,990909.3266625438,13.8161969368083,0.4214173715152954,0.7480050679465855,2,73.74890737965165,1
393,2024-05-26,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Fair,12.414702347354464,2375.120233852779,1425.6605550174686,6.749708936743786,Moderate,1836.6675710802435,36044.26507873007,477657.6940871623,49.71412469615156,1.1080279566146962,1.4407819235521666,3,69.50846611640877,0
394,2024-06-02,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Critical,18.730943559275232,1651.711959668289,530.6339265250388,14.847809396438876,Moderate,1398.800632453453,460700.9823186048,270857.0036625444,41.49151807570468,0.1187955669538789,1.3997731154059765,5,69.14755376177634,2
395,2024-06-09,Tanker,Long-haul,Steam Turbine,Good,17.071083264711863,2890.0356204620966,917.3200573303532,6.389036259677469,Moderate,1784.8966227400078,344466.97478625394,428035.3400438156,26.698014295640498,1.2393107214927397,0.9936715802027568,3,68.85482944437024,0
396,2024-06-16,Bulk Carrier,Coastal,Diesel,Critical,15.9213391403135,2723.191930560822,677.0528843431306,9.18078917667519,Calm,1599.5205025839675,222788.1420567601,117604.28955795558,14.58369106236055,0.976412818962214,1.1444797353117662,3,85.45776630927078,2
397,2024-06-23,Tanker,Short-haul,Heavy Fuel Oil (HFO),Good,23.754243774945557,970.4549422979017,287.9105911084508,9.888412057077456,Rough,1118.3273457170153,462735.85405908286,605022.9767009697,48.545173377692606,1.3572440653465718,0.5962195439242839,1,84.20499686798591,2
398,2024-06-30,Bulk Carrier,Transoceanic,Diesel,Critical,14.873834760105863,2516.448728586317,126.74870986399404,10.82061980051165,Moderate,659.5322523862388,253561.7537918414,771081.464116863,53.06117281619765,1.2901064070020545,0.6316049038198883,6,63.87202542213867,0
399,2023-06-04,Tanker,Short-haul,Steam Turbine,Fair,15.10945846475455,2681.391327286565,1270.4462791517342,5.980882695572634,Moderate,1971.2277645242675,195242.889021504,113814.74746120271,41.80626453506336,0.245752290868608,0.6445001170317738,3,98.56486411852276,2
400,2023-06-11,Fish Carrier,Coastal,Diesel,Critical,23.25719578071196,2617.006693020587,1925.0821867375637,11.655789568803756,Calm,1651.7027925825846,48186.337288051735,808656.7505186341,51.87508585859236,1.186321251821144,1.0267174220717743,2,99.8872013579142,1
401,2023-06-18,Container Ship,Transoceanic,Diesel,Critical,19.915380453589925,972.5344985678084,769.4125701829303,9.21449581869736,Moderate,1719.4554559004623,472197.6201283998,118225.58176501033,46.93875792523496,0.1142158173816796,1.1344957647626706,1,77.39035339227776,2
402,2023-06-25,Container Ship,Long-haul,Diesel,Good,20.538866544516,822.5033160651799,1429.705841152036,13.564473870808015,Rough,1162.5951041790247,428246.6240781245,90663.49112870236,24.497874406898223,0.3561343665246227,1.2300152887824216,5,93.44696518793644,2
403,2023-07-02,Tanker,Coastal,Heavy Fuel Oil (HFO),Critical,16.975339711094577,2069.30645440277,1137.1463664144312,7.009523433416481,Rough,320.4421590286841,31881.945132421275,887501.7627482978,54.05032927310529,0.3687841552261318,0.9611806007579752,4,85.53214823967912,1
404,2023-07-09,Bulk Carrier,Coastal,Diesel,Fair,17.786425314882173,2642.6682672128973,248.62922305086627,13.63903119085728,Rough,718.5097182736234,474338.6868156546,715224.4232608312,43.84263850469853,1.2382191692407376,0.6274877786570682,8,61.02535753192625,0
405,2023-07-16,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,11.890896600645616,2901.576901461894,491.0024848964239,13.76718656784013,Moderate,909.9644777753716,232722.37681154965,858554.8354673986,43.51732899051841,1.1920751737948505,1.248093748823422,2,69.3253571905102,0
406,2023-07-23,Bulk Carrier,Transoceanic,Steam Turbine,Fair,15.931876033433923,1862.080273737155,422.32184036837936,6.935589623627996,Calm,1692.154573999621,187716.75888022617,577546.7821779132,25.88831336450609,1.1219265001213758,0.6706500273467767,4,90.8902331218296,2
407,2023-07-30,Tanker,Long-haul,Steam Turbine,Critical,19.818672421102896,2118.6719300562863,1830.564912045483,5.302138390905359,Moderate,1207.2785197501105,423109.2550595422,63358.46746462799,42.63695721025351,1.080491203895226,0.965130882490112,9,66.21361985227149,0
408,2023-08-06,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,17.614296067790544,1717.5792056601792,1646.1202088433968,9.2398885496683,Moderate,94.30265029340342,459216.47977351607,401630.3847204001,50.7511404133746,1.2624230735105,1.4457429385473004,5,51.40123573073557,0
409,2023-08-13,Container Ship,Short-haul,Diesel,Good,19.78071741372758,1214.482308602348,1812.0279700197837,10.574074027894538,Moderate,1630.6503179788594,256050.1131619437,876900.6404974245,26.58578084174524,0.5881061273240212,1.0864983408510147,7,99.38600344830203,1
410,2023-08-20,Tanker,Transoceanic,Heavy Fuel Oil (HFO),Good,10.900997302235274,721.9119250645931,701.8510696841732,5.93465505086278,Moderate,1073.6455923917852,424275.4054276463,746157.7359537316,58.58873013534356,1.20166283175858,1.1050573718410428,2,80.04681520232884,0
411,2023-08-27,Tanker,Transoceanic,Diesel,Critical,20.06561777634625,2279.96919080298,128.3350067567311,13.0404761609121,Rough,1682.448021380481,284045.51240697765,842935.5143376499,19.99063794063017,0.2282136998797267,1.4457267792255042,1,50.53397975328665,1
412,2023-09-03,Fish Carrier,Coastal,Steam Turbine,Good,20.78631227501901,2619.745415739007,1465.332988427341,13.860926356748552,Moderate,318.634037057617,457869.0766400964,723132.5111800601,16.982739964517723,0.9923355774762456,0.7913066795644804,9,77.93869699405775,0
413,2023-09-10,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,22.736134523894844,2015.2852023148391,583.6835711066335,7.332530144124817,Rough,283.7777441624885,346443.5968953587,730168.2738034321,35.22696435560019,0.7804602872571468,1.1988747144088387,7,90.70508018441092,1
414,2023-09-17,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,12.62804551136916,2693.970027734719,1187.8880067062505,7.294014783061604,Moderate,484.50835614681694,193641.252192373,220436.05400809535,12.4856470397433,0.8136005005097655,0.7367411086711635,6,73.90325974908585,0
415,2023-09-24,Fish Carrier,Transoceanic,Diesel,Good,12.71150151418327,2870.706097742905,1371.2994577377133,10.038786079604986,Moderate,1424.9101067696192,403036.8977592367,637012.9676336086,57.7860744562413,0.5895184005277113,1.327575657227146,9,82.0796539795426,0
416,2023-10-01,Container Ship,Short-haul,Diesel,Fair,23.54257782820745,2038.1664690277296,1723.9394187042042,11.058831721054302,Moderate,1176.7061938300633,293526.84318461217,138198.76810756422,45.24491636339571,1.4356442573953945,0.8495735710371742,8,55.31296500414004,0
417,2023-10-08,Fish Carrier,Long-haul,Steam Turbine,Fair,14.383300847268435,2231.431380331794,391.8281703455064,13.768221622386708,Rough,745.0749306230491,245013.7032265664,787083.3929993225,43.01383004430595,0.2021074876489919,0.9615339088120192,6,55.01461166323228,1
418,2023-10-15,Bulk Carrier,Long-haul,Diesel,Fair,10.325298741711617,1891.8054998647503,1514.4731365466328,9.192315035996351,Calm,205.28870105015312,73088.95345040906,994602.303553774,31.44504786283862,0.1147436479902113,1.0475916324209702,4,78.4456225621716,1
419,2023-10-22,Fish Carrier,Short-haul,Diesel,Fair,14.598735505686614,988.7540365894548,815.9031236094713,6.192539946179081,Moderate,1434.5787261754465,224052.75486461172,467570.8914982881,46.81566929838442,1.1025050021900424,1.0184199395620488,3,62.37225387510521,2
420,2023-10-29,Container Ship,Long-haul,Steam Turbine,Critical,19.44235071895075,1027.9104189122495,627.5400551583832,12.837094402755746,Calm,1094.588285675593,175535.8475302381,851651.1851602639,62.31415194928543,1.4959734793978063,1.0858449010671951,8,60.995135647576575,1
421,2023-11-05,Container Ship,Transoceanic,Diesel,Fair,15.98274216124931,628.8270174098838,1083.585516336289,13.496821622544918,Moderate,540.7558869632849,136767.92594374384,458946.3179396823,44.92132608543952,1.499346396317901,1.3287984749885728,3,54.5362187124698,2
422,2023-11-12,Bulk Carrier,Coastal,Steam Turbine,Good,22.07500211492585,2944.4092628213984,970.1378764841304,11.55950118871758,Rough,1606.2201614217563,77383.13182500596,482260.4245211758,24.45238636077282,0.162746932907205,1.2698561337567649,6,71.60760431988145,1
423,2023-11-19,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,11.300349935373928,1820.0206645036496,1221.286833474752,10.830119899307697,Moderate,1343.677826298039,319649.6019561659,970418.16289474,40.75098730068966,0.9681935026937568,1.126267147910478,2,58.54266493295512,0
